seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr14	94383124	94383328	205	*	X25166	90050	94385240	94395954	10715	+	1911	upstream	1911	FAM181A
chr14	94392379	94392708	330	*	X25168	283592	94371076	94392718	21643	-	0	inside	9	FAM181A-AS1
chr14	94443265	94443346	82	*	X25186	51676	94400499	94443076	42578	-	188	upstream	188	ASB2
chr14	94443420	94443609	190	*	X25187	51676	94400499	94443076	42578	-	343	upstream	343	ASB2
chr14	94639637	94639876	240	*	X25205	57718	94640649	94746072	105424	+	772	upstream	772	PPP4R4
chr14	94639967	94640116	150	*	X25206	57718	94640649	94746072	105424	+	532	upstream	532	PPP4R4
chr14	94640137	94640142	6	*	X25207	57718	94640649	94746072	105424	+	506	upstream	506	PPP4R4
chr14	94857431	94857657	227	*	X25226	5265	94843084	94857029	13946	-	401	upstream	401	SERPINA1
chr14	95878301	95878407	107	*	X25296	79686	95873604	95876427	2824	-	1873	upstream	1873	NA
chr14	96341591	96341643	53	*	X25335	100507043	96343109	96391908	48800	+	1465	upstream	1465	TUNAR
chr14	101333636	101333783	148	*	X25620	574450	101335397	101335485	89	+	1613	upstream	1613	MIR493
chr14	101333896	101333907	12	*	X25621	574450	101335397	101335485	89	+	1489	upstream	1489	MIR493
chr14	101341295	101341527	233	*	X25622	100126315	101341370	101341441	72	+	0	includeFeature	0	MIR665
chr14	101345282	101345502	221	*	X25629	574038	101347344	101347457	114	+	1841	upstream	1841	MIR431
chr14	101345597	101345756	160	*	X25630	574038	101347344	101347457	114	+	1587	upstream	1587	MIR431
chr14	101352272	101352466	195	*	X25631	388015	101346992	101351184	4193	-	1087	upstream	1087	RTL1
chr14	101359602	101359766	165	*	X25636	79104	101361107	101373305	12199	+	1340	upstream	1340	MEG8
chr14	101492175	101492294	120	*	X25671	768212	101492357	101492444	88	+	62	upstream	62	MIR758
chr14	101492175	101492294	120	*	X25671	574408	101493122	101493201	80	+	827	upstream	827	MIR329-1
chr14	101492175	101492294	120	*	X25671	574409	101493437	101493520	84	+	1142	upstream	1142	MIR329-2
chr14	101494635	101494769	135	*	X25672	574452	101495971	101496051	81	+	1201	upstream	1201	MIR494
chr14	101494635	101494769	135	*	X25672	100422837	101496389	101496466	78	+	1619	upstream	1619	MIR1193
chr14	101495027	101495146	120	*	X25673	574452	101495971	101496051	81	+	824	upstream	824	MIR494
chr14	101495027	101495146	120	*	X25673	100422837	101496389	101496466	78	+	1242	upstream	1242	MIR1193
chr14	101495297	101495431	135	*	X25674	574452	101495971	101496051	81	+	539	upstream	539	MIR494
chr14	101495297	101495431	135	*	X25674	100422837	101496389	101496466	78	+	957	upstream	957	MIR1193
chr14	101496180	101496299	120	*	X25675	100422837	101496389	101496466	78	+	89	upstream	89	MIR1193
chr14	101496525	101496629	105	*	X25676	100126335	101498324	101498401	78	+	1694	upstream	1694	MIR543
chr14	101497590	101497771	182	*	X25677	100126335	101498324	101498401	78	+	552	upstream	552	MIR543
chr14	101498447	101498521	75	*	X25678	574453	101500092	101500173	82	+	1570	upstream	1570	MIR495
chr14	101499287	101499391	105	*	X25679	574453	101500092	101500173	82	+	700	upstream	700	MIR495
chr14	101499827	101500051	225	*	X25680	574453	101500092	101500173	82	+	40	upstream	40	MIR495
chr14	101504024	101504188	165	*	X25681	442913	101506027	101506092	66	+	1838	upstream	1838	MIR376C
chr14	101506068	101506277	210	*	X25682	442913	101506027	101506092	66	+	0	overlapEnd	40	MIR376C
chr14	101506068	101506277	210	*	X25682	664615	101506406	101506485	80	+	128	upstream	128	MIR376A2
chr14	101506068	101506277	210	*	X25682	724024	101506556	101506636	81	+	278	upstream	278	MIR654
chr14	101506068	101506277	210	*	X25682	574435	101506773	101506872	100	+	495	upstream	495	MIR376B
chr14	101506068	101506277	210	*	X25682	494325	101507119	101507186	68	+	841	upstream	841	MIR376A1
chr14	101506068	101506277	210	*	X25682	100126297	101507700	101507781	82	+	1422	upstream	1422	MIR300
chr14	101511599	101511838	240	*	X25683	494330	101512257	101512331	75	+	418	upstream	418	MIR381
chr14	101511599	101511838	240	*	X25683	664616	101512792	101512875	84	+	953	upstream	953	MIR487B
chr14	101511599	101511838	240	*	X25683	664612	101513658	101513735	78	+	1819	upstream	1819	MIR539
chr14	101512068	101512112	45	*	X25684	494330	101512257	101512331	75	+	144	upstream	144	MIR381
chr14	101512068	101512112	45	*	X25684	664616	101512792	101512875	84	+	679	upstream	679	MIR487B
chr14	101512068	101512112	45	*	X25684	664612	101513658	101513735	78	+	1545	upstream	1545	MIR539
chr14	101513819	101514073	255	*	X25685	100126345	101514238	101514316	79	+	164	upstream	164	MIR889
chr14	101513819	101514073	255	*	X25685	724025	101515887	101515983	97	+	1813	upstream	1813	MIR655
chr14	101515713	101515817	105	*	X25686	724025	101515887	101515983	97	+	69	upstream	69	MIR655
chr14	101516774	101516923	150	*	X25687	619555	101518783	101518862	80	+	1859	upstream	1859	MIR487A
chr14	101518818	101518952	135	*	X25688	619555	101518783	101518862	80	+	0	overlapEnd	34	MIR487A
chr14	101518818	101518952	135	*	X25688	494331	101520643	101520718	76	+	1690	upstream	1690	MIR382
chr14	101520113	101520253	141	*	X25689	494331	101520643	101520718	76	+	389	upstream	389	MIR382
chr14	101520113	101520253	141	*	X25689	406924	101521024	101521096	73	+	770	upstream	770	MIR134
chr14	101520113	101520253	141	*	X25689	768214	101521595	101521660	66	+	1341	upstream	1341	MIR668
chr14	101520113	101520253	141	*	X25689	574436	101521756	101521828	73	+	1502	upstream	1502	MIR485
chr14	101526183	101526317	135	*	X25690	574454	101526910	101527011	102	+	592	upstream	592	MIR496
chr14	101531249	101531413	165	*	X25691	574413	101531637	101531715	79	+	223	upstream	223	MIR409
chr14	101531249	101531413	165	*	X25691	574433	101531784	101531874	91	+	370	upstream	370	MIR412
chr14	101531249	101531413	165	*	X25691	442914	101531935	101532004	70	+	521	upstream	521	MIR369
chr14	101531249	101531413	165	*	X25691	574434	101532249	101532328	80	+	835	upstream	835	MIR410
chr14	101531249	101531413	165	*	X25691	724026	101533061	101533138	78	+	1647	upstream	1647	MIR656
chr14	103989949	103990067	119	*	X25807	1152	103985995	103989196	3202	-	752	upstream	752	CKB
chr14	106356155	106356159	5	*	X25947	9834	106355980	106398502	42523	+	0	inside	174	FAM30A
chr14	106356184	106356243	60	*	X25948	9834	106355980	106398502	42523	+	0	inside	203	FAM30A
chr15	20486157	20486189	33	*	X25981	646096	20487997	20496811	8815	+	1807	upstream	1807	CHEK2P2
chr15	20486507	20486641	135	*	X25982	646096	20487997	20496811	8815	+	1355	upstream	1355	CHEK2P2
chr15	32321720	32321869	150	*	X26258	1139	32322686	32462384	139699	+	816	upstream	816	CHRNA7
chr15	32322065	32322139	75	*	X26259	1139	32322686	32462384	139699	+	546	upstream	546	CHRNA7
chr15	43558676	43558810	135	*	X26470	9333	43524793	43559055	34263	-	0	inside	244	TGM5
chr15	43560555	43560820	266	*	X26471	9333	43524793	43559055	34263	-	1499	upstream	1499	TGM5
chr15	43560941	43561090	150	*	X26472	9333	43524793	43559055	34263	-	1885	upstream	1885	TGM5
chr15	45407172	45407291	120	*	X26503	50506	45384852	45406359	21508	-	812	upstream	812	DUOX2
chr15	45407738	45407887	150	*	X26504	50506	45384852	45406359	21508	-	1378	upstream	1378	DUOX2
chr15	45421052	45421231	180	*	X26508	53905	45422192	45457774	35583	+	960	upstream	960	DUOX1
chr15	45669906	45670201	296	*	X26516	145663	45670898	45672321	1424	+	696	upstream	696	NA
chr15	51397055	51397174	120	*	X26549	388121	51348799	51397473	48675	-	0	inside	298	TNFAIP8L3
chr15	51532699	51532818	120	*	X26575	100616369	51534387	51534461	75	+	1568	upstream	1568	MIR4713
chr15	51533659	51533808	150	*	X26576	100616369	51534387	51534461	75	+	578	upstream	578	MIR4713
chr15	51633452	51633561	110	*	X26622	342035	51633713	51700209	66497	+	151	upstream	151	GLDN
chr15	53083889	53084038	150	*	X26640	3175	53049160	53082209	33050	-	1679	upstream	1679	ONECUT1
chr15	57666964	57667011	48	*	X26668	84952	57668703	57842925	174223	+	1691	upstream	1691	CGNL1
chr15	57667042	57667176	135	*	X26669	84952	57668703	57842925	174223	+	1526	upstream	1526	CGNL1
chr15	60294489	60294653	165	*	X26772	27023	60296421	60328408	31988	+	1767	upstream	1767	FOXB1
chr15	66546545	66546784	240	*	X27239	84465	66187634	66546075	358442	-	469	upstream	469	MEGF11
chr15	66547277	66547408	132	*	X27240	84465	66187634	66546075	358442	-	1201	upstream	1201	MEGF11
chr15	66547430	66547564	135	*	X27241	84465	66187634	66546075	358442	-	1354	upstream	1354	MEGF11
chr15	66547754	66547963	210	*	X27242	84465	66187634	66546075	358442	-	1678	upstream	1678	MEGF11
chr15	68724654	68724747	94	*	X27261	22801	68594042	68724492	130451	-	161	upstream	161	ITGA11
chr15	68725249	68725392	144	*	X27262	22801	68594042	68724492	130451	-	756	upstream	756	ITGA11
chr15	68725520	68725639	120	*	X27263	22801	68594042	68724492	130451	-	1027	upstream	1027	ITGA11
chr15	68725798	68726202	405	*	X27264	22801	68594042	68724492	130451	-	1305	upstream	1305	ITGA11
chr15	73735055	73735174	120	*	X27577	283677	73735499	73852353	116855	+	324	upstream	324	REC114
chr15	73735220	73735354	135	*	X27578	283677	73735499	73852353	116855	+	144	upstream	144	REC114
chr15	73735415	73735439	25	*	X27579	283677	73735499	73852353	116855	+	59	upstream	59	REC114
chr15	73735490	73735549	60	*	X27580	283677	73735499	73852353	116855	+	0	overlapStart	0	REC114
chr15	73926006	73926168	163	*	X27581	27020	73852344	73925753	73410	-	252	upstream	252	NPTN
chr15	74165320	74165469	150	*	X27664	161514	74165968	74181556	15589	+	498	upstream	498	TBC1D21
chr15	74165545	74165664	120	*	X27665	161514	74165968	74181556	15589	+	303	upstream	303	TBC1D21
chr15	74165980	74166099	120	*	X27666	161514	74165968	74181556	15589	+	0	inside	11	TBC1D21
chr15	74420746	74420797	52	*	X27691	57611	74421715	74429143	7429	+	917	upstream	917	ISLR2
chr15	74420933	74420945	13	*	X27692	57611	74421715	74429143	7429	+	769	upstream	769	ISLR2
chr15	77932633	77932752	120	*	X27792	253044	77934106	77941581	7476	+	1353	upstream	1353	LINGO1-AS1
chr15	77933023	77933217	195	*	X27793	253044	77934106	77941581	7476	+	888	upstream	888	LINGO1-AS1
chr15	77933278	77933412	135	*	X27794	253044	77934106	77941581	7476	+	693	upstream	693	LINGO1-AS1
chr15	77933835	77934059	225	*	X27795	253044	77934106	77941581	7476	+	46	upstream	46	LINGO1-AS1
chr15	77988238	77988462	225	*	X27866	84894	77905369	77988475	83107	-	0	inside	12	LINGO1
chr15	77988493	77988719	227	*	X27867	84894	77905369	77988475	83107	-	17	upstream	17	LINGO1
chr15	77988750	77989169	420	*	X27868	84894	77905369	77988475	83107	-	274	upstream	274	LINGO1
chr15	77989183	77989467	285	*	X27869	84894	77905369	77988475	83107	-	707	upstream	707	LINGO1
chr15	77989513	77989692	180	*	X27870	84894	77905369	77988475	83107	-	1037	upstream	1037	LINGO1
chr15	77989723	77989842	120	*	X27871	84894	77905369	77988475	83107	-	1247	upstream	1247	LINGO1
chr15	77990038	77990277	240	*	X27872	84894	77905369	77988475	83107	-	1562	upstream	1562	LINGO1
chr15	77990428	77990591	164	*	X27873	84894	77905369	77988475	83107	-	1952	upstream	1952	LINGO1
chr15	79575995	79576085	91	*	X28102	729911	79484049	79576287	92239	-	0	inside	201	ANKRD34C-AS1
chr15	79601930	79602033	104	*	X28108	23423	79603491	79704334	100844	+	1457	upstream	1457	TMED3
chr15	80634208	80634239	32	*	X28166	283688	80555410	80634147	78738	-	60	upstream	60	LINC00927
chr15	80634289	80634657	369	*	X28167	283688	80555410	80634147	78738	-	141	upstream	141	LINC00927
chr15	80635033	80635167	135	*	X28168	283688	80555410	80634147	78738	-	885	upstream	885	LINC00927
chr15	80635513	80635797	285	*	X28169	283688	80555410	80634147	78738	-	1365	upstream	1365	LINC00927
chr15	81391234	81391368	135	*	X28263	161502	81391749	81441516	49768	+	380	upstream	380	CFAP161
chr15	81391444	81391653	210	*	X28264	161502	81391749	81441516	49768	+	95	upstream	95	CFAP161
chr15	81474309	81474353	45	*	X28273	3603	81475093	81605104	130012	+	739	upstream	739	IL16
chr15	81475250	81475384	135	*	X28274	3603	81475093	81605104	130012	+	0	inside	156	IL16
chr15	83380221	83380326	106	*	X28401	8120	83328033	83378635	50603	-	1585	upstream	1585	AP3B2
chr15	83382487	83382606	120	*	X28403	338963	83379223	83382778	3556	-	0	inside	171	LOC338963
chr15	83382892	83383191	300	*	X28404	338963	83379223	83382778	3556	-	113	upstream	113	LOC338963
chr15	83383631	83383671	41	*	X28405	338963	83379223	83382778	3556	-	852	upstream	852	LOC338963
chr15	83383957	83384091	135	*	X28406	338963	83379223	83382778	3556	-	1178	upstream	1178	LOC338963
chr15	83384212	83384331	120	*	X28407	338963	83379223	83382778	3556	-	1433	upstream	1433	LOC338963
chr15	89149334	89149498	165	*	X28577	100302235	89151338	89151428	91	+	1839	upstream	1839	MIR1179
chr15	89149795	89149948	154	*	X28578	100302235	89151338	89151428	91	+	1389	upstream	1389	MIR1179
chr15	89149964	89150097	134	*	X28579	100302235	89151338	89151428	91	+	1240	upstream	1240	MIR1179
chr15	89153759	89153893	135	*	X28581	407044	89155056	89155165	110	+	1162	upstream	1162	MIR7-2
chr15	89345316	89345450	135	*	X28635	176	89346674	89418585	71912	+	1223	upstream	1223	ACAN
chr15	89438918	89439127	210	*	X28699	145864	89420519	89438770	18252	-	147	upstream	147	HAPLN3
chr15	89765954	89766088	135	*	X28741	6017	89753098	89764922	11825	-	1031	upstream	1031	RLBP1
chr15	89909564	89909698	135	*	X28753	407051	89911248	89911337	90	+	1549	upstream	1549	MIR9-3
chr15	89909564	89909698	135	*	X28753	254559	89911330	89941718	30389	+	1631	upstream	1631	MIR9-3HG
chr15	89910720	89910986	267	*	X28754	407051	89911248	89911337	90	+	261	upstream	261	MIR9-3
chr15	89910720	89910986	267	*	X28754	254559	89911330	89941718	30389	+	343	upstream	343	MIR9-3HG
chr15	91641953	91642087	135	*	X28816	9899	91643182	91844539	201358	+	1094	upstream	1094	SV2B
chr15	96867327	96867408	82	*	X29134	7026	96869157	96883492	14336	+	1748	upstream	1748	NR2F2
chr15	96867708	96868062	355	*	X29135	7026	96869157	96883492	14336	+	1094	upstream	1094	NR2F2
chr15	96868563	96868908	346	*	X29136	7026	96869157	96883492	14336	+	248	upstream	248	NR2F2
chr15	102382573	102382692	120	*	X29431	390651	102382322	102390527	8206	+	0	inside	250	OR4F13P
chr16	1147845	1148027	183	*	X29436	390664	1138226	1146244	8019	-	1600	upstream	1600	C1QTNF8
chr16	3082591	3082710	120	*	X29454	100128770	3082482	3089133	6652	+	0	inside	108	LOC100128770
chr16	3082771	3082938	168	*	X29455	100128770	3082482	3089133	6652	+	0	inside	288	LOC100128770
chr16	3085725	3086076	352	*	X29456	146439	3077868	3085542	7675	-	182	upstream	182	BICDL2
chr16	3087075	3087169	95	*	X29457	146439	3077868	3085542	7675	-	1532	upstream	1532	BICDL2
chr16	3087270	3087367	98	*	X29458	146439	3077868	3085542	7675	-	1727	upstream	1727	BICDL2
chr16	4606327	4606480	154	*	X29462	342346	4606491	4650318	43828	+	10	upstream	10	C16orf96
chr16	8621942	8622076	135	*	X29609	283953	8619502	8622226	2725	-	0	inside	149	TMEM114
chr16	8622102	8622236	135	*	X29610	283953	8619502	8622226	2725	-	0	overlapStart	0	TMEM114
chr16	8713434	8713553	120	*	X29620	79091	8715527	8740079	24553	+	1973	upstream	1973	METTL22
chr16	8713884	8713978	95	*	X29621	79091	8715527	8740079	24553	+	1548	upstream	1548	METTL22
chr16	11364050	11364232	183	*	X29758	7142	11361714	11363160	1447	-	889	upstream	889	TNP2
chr16	20085460	20085569	110	*	X29986	124274	20043043	20085100	42058	-	359	upstream	359	GPR139
chr16	20085594	20085773	180	*	X29987	124274	20043043	20085100	42058	-	493	upstream	493	GPR139
chr16	20364346	20364480	135	*	X30010	7369	20344373	20364037	19665	-	308	upstream	308	UMOD
chr16	20415834	20415983	150	*	X30016	204474	20370492	20416033	45542	-	0	inside	49	PDILT
chr16	20709556	20709681	126	*	X30026	116285	20634559	20709066	74508	-	489	upstream	489	ACSM1
chr16	20709817	20709951	135	*	X30027	116285	20634559	20709066	74508	-	750	upstream	750	ACSM1
chr16	23192554	23192572	19	*	X30166	6340	23194040	23228200	34161	+	1467	upstream	1467	SCNN1G
chr16	25228406	25228540	135	*	X30269	343	25228285	25240253	11969	+	0	inside	120	AQP8
chr16	27077978	27078348	371	*	X30343	162083	27078219	27080487	2269	+	0	overlapStart	0	C16orf82
chr16	27323863	27324159	297	*	X30368	3566	27325230	27376099	50870	+	1070	upstream	1070	IL4R
chr16	27413299	27413475	177	*	X30375	50615	27413483	27463363	49881	+	7	upstream	7	IL21R
chr16	30515248	30515375	128	*	X30539	100616405	30515240	30515322	83	+	0	overlapEnd	7	MIR4518
chr16	31539369	31539488	120	*	X30565	51327	31539203	31540124	922	+	0	inside	165	AHSP
chr16	49407720	49407854	135	*	X30655	123970	49407808	49433319	25512	+	0	overlapStart	0	C16orf78
chr16	55989677	55989796	120	*	X31175	221223	55880066	55989943	109878	-	0	inside	146	CES5A
chr16	67281927	67282082	156	*	X31319	6553	67282855	67306094	23240	+	772	upstream	772	SLC9A5
chr16	67281927	67282082	156	*	X31319	29109	67263292	67281425	18134	-	501	upstream	501	FHOD1
chr16	67283240	67283419	180	*	X31320	29109	67263292	67281425	18134	-	1814	upstream	1814	FHOD1
chr16	71392820	71393143	324	*	X31349	794	71392616	71424342	31727	+	0	inside	203	CALB2
chr16	71522942	71523166	225	*	X31397	7571	71481503	71523217	41715	-	0	inside	50	ZNF23
chr16	71522942	71523166	225	*	X31397	7567	71507976	71523254	15279	-	0	inside	87	ZNF19
chr16	71559278	71559412	135	*	X31404	10164	71560023	71572493	12471	+	610	upstream	610	CHST4
chr16	71559914	71560153	240	*	X31405	10164	71560023	71572493	12471	+	0	overlapStart	0	CHST4
chr16	71658148	71658245	98	*	X31410	91862	71660056	71675868	15813	+	1810	upstream	1810	MARVELD3
chr16	71659034	71659107	74	*	X31411	91862	71660056	71675868	15813	+	948	upstream	948	MARVELD3
chr16	73419846	73419995	150	*	X31429	100506172	73420704	73455295	34592	+	708	upstream	708	LINC01568
chr16	73420009	73420094	86	*	X31430	100506172	73420704	73455295	34592	+	609	upstream	609	LINC01568
chr16	77821846	77822130	285	*	X31576	57687	77822483	78014001	191519	+	352	upstream	352	VAT1L
chr16	82067019	82067298	280	*	X31779	3294	82068858	82132139	63282	+	1559	upstream	1559	HSD17B2
chr16	83541991	83542073	83	*	X31861	100422853	83541951	83542013	63	+	0	overlapEnd	39	MIR3182
chr16	84326999	84327148	150	*	X31908	58189	84328401	84363450	35050	+	1252	upstream	1252	WFDC1
chr16	84328041	84328340	300	*	X31909	58189	84328401	84363450	35050	+	60	upstream	60	WFDC1
chr16	85146937	85146999	63	*	X31966	339145	85131965	85146114	14150	-	822	upstream	822	CIBAR2
chr16	85147036	85147119	84	*	X31967	339145	85131965	85146114	14150	-	921	upstream	921	CIBAR2
chr16	90143104	90143468	365	*	X32220	11105	90122974	90142338	19365	-	765	upstream	765	PRDM7
chr17	2996870	2996989	120	*	X32243	4991	2995352	2996290	939	-	579	upstream	579	OR1D2
chr17	3211574	3211678	105	*	X32265	390756	3213539	3214740	1202	+	1860	upstream	1860	OR3A4P
chr17	3416853	3416932	80	*	X32290	84690	3343306	3417146	73841	-	0	inside	213	SPATA22
chr17	3418268	3418432	165	*	X32291	84690	3343306	3417146	73841	-	1121	upstream	1121	SPATA22
chr17	3418613	3418619	7	*	X32292	84690	3343306	3417146	73841	-	1466	upstream	1466	SPATA22
chr17	5971044	5971208	165	*	X32500	23302	5972426	6027747	55322	+	1217	upstream	1217	WSCD1
chr17	5971291	5971410	120	*	X32501	23302	5972426	6027747	55322	+	1015	upstream	1015	WSCD1
chr17	5972559	5972689	131	*	X32502	23302	5972426	6027747	55322	+	0	inside	132	WSCD1
chr17	8300917	8301002	86	*	X32708	643904	8294023	8301144	7122	-	0	inside	141	RNF222
chr17	8301303	8301497	195	*	X32709	643904	8294023	8301144	7122	-	158	upstream	158	RNF222
chr17	8661295	8661579	285	*	X32751	388333	8656424	8661877	5454	-	0	inside	297	SPDYE4
chr17	8770665	8770814	150	*	X32789	146850	8706055	8770994	64940	-	0	inside	179	PIK3R6
chr17	8770950	8771069	120	*	X32790	146850	8706055	8770994	64940	-	0	overlapStart	0	PIK3R6
chr17	8771162	8771324	163	*	X32791	146850	8706055	8770994	64940	-	167	upstream	167	PIK3R6
chr17	8771625	8771819	195	*	X32792	146850	8706055	8770994	64940	-	630	upstream	630	PIK3R6
chr17	10454568	10454702	135	*	X33064	4620	10424465	10453017	28553	-	1550	upstream	1550	MYH2
chr17	10632561	10632680	120	*	X33075	101101775	10633094	10718481	85388	+	413	upstream	413	TMEM220-AS1
chr17	10634808	10634840	33	*	X33076	388335	10616639	10633646	17008	-	1161	upstream	1161	TMEM220
chr17	10740825	10741131	307	*	X33096	644139	10725792	10741418	15627	-	0	inside	286	PIRT
chr17	10741680	10741799	120	*	X33097	644139	10725792	10741418	15627	-	261	upstream	261	PIRT
chr17	10742310	10742444	135	*	X33098	644139	10725792	10741418	15627	-	891	upstream	891	PIRT
chr17	11923668	11923802	135	*	X33147	6416	11924135	12047051	122917	+	332	upstream	332	MAP2K4
chr17	12568288	12568437	150	*	X33174	93649	12569207	12670651	101445	+	769	upstream	769	MYOCD
chr17	16395881	16395974	94	*	X33260	388341	16345319	16395505	50187	-	375	upstream	375	LRRC75A
chr17	16877312	16877461	150	*	X33278	23495	16832849	16875402	42554	-	1909	upstream	1909	TNFRSF13B
chr17	27333341	27333370	30	*	X33339	124925	27281947	27333458	51512	-	0	inside	87	SEZ6
chr17	33473886	33473886	1	*	X33725	146862	33474836	33516364	41529	+	949	upstream	949	UNC45B
chr17	33473959	33474218	260	*	X33726	146862	33474836	33516364	41529	+	617	upstream	617	UNC45B
chr17	34419167	34419436	270	*	X33775	6348	34415603	34417506	1904	-	1660	upstream	1660	CCL3
chr17	36106257	36106376	120	*	X33925	6928	36046434	36105096	58663	-	1160	upstream	1160	HNF1B
chr17	36106602	36106681	80	*	X33926	6928	36046434	36105096	58663	-	1505	upstream	1505	HNF1B
chr17	39165129	39165328	200	*	X33972	83896	39164774	39165366	593	-	0	inside	37	KRTAP3-1
chr17	39280253	39280350	98	*	X33980	83755	39279345	39280419	1075	-	0	inside	68	KRTAP4-12
chr17	39307339	39307352	14	*	X33981	85289	39305176	39306054	879	-	1284	upstream	1284	KRTAP4-5
chr17	39316972	39317075	104	*	X33984	84616	39315906	39316983	1078	-	0	overlapStart	0	KRTAP4-4
chr17	39335752	39335856	105	*	X33986	85291	39333698	39334460	763	-	1291	upstream	1291	KRTAP4-2
chr17	39388687	39388771	85	*	X33990	83900	39388715	39389706	992	+	0	overlapStart	0	KRTAP9-3
chr17	39472586	39472680	95	*	X33996	83902	39471169	39471947	779	-	638	upstream	638	KRTAP17-1
chr17	39472809	39472852	44	*	X33997	83902	39471169	39471947	779	-	861	upstream	861	KRTAP17-1
chr17	39473078	39473362	285	*	X33998	83902	39471169	39471947	779	-	1130	upstream	1130	KRTAP17-1
chr17	45770775	45770924	150	*	X34197	9755	45772630	45789429	16800	+	1705	upstream	1705	TBKBP1
chr17	45771135	45771180	46	*	X34198	9755	45772630	45789429	16800	+	1449	upstream	1449	TBKBP1
chr17	46506875	46507339	465	*	X34261	8631	46210802	46507594	296793	-	0	inside	254	SKAP1
chr17	46507430	46507451	22	*	X34262	8631	46210802	46507594	296793	-	0	inside	142	SKAP1
chr17	46509110	46509237	128	*	X34263	8631	46210802	46507594	296793	-	1515	upstream	1515	SKAP1
chr17	46705318	46705467	150	*	X34297	3219	46698519	46703835	5317	-	1482	upstream	1482	HOXB9
chr17	46705498	46705595	98	*	X34298	3219	46698519	46703835	5317	-	1662	upstream	1662	HOXB9
chr17	53809453	53809587	135	*	X34463	55273	53796988	53809482	12495	-	0	overlapStart	0	TMEM100
chr17	56245736	56246165	430	*	X34553	124538	56247017	56247940	924	+	851	upstream	851	OR4D2
chr17	56246173	56246292	120	*	X34554	124538	56247017	56247940	924	+	724	upstream	724	OR4D2
chr17	56269477	56269701	225	*	X34564	8288	56270089	56282535	12447	+	387	upstream	387	EPX
chr17	56315590	56315739	150	*	X34580	4025	56315787	56345879	30093	+	47	upstream	47	LPO
chr17	56358351	56358469	119	*	X34609	4353	56347217	56358296	11080	-	54	upstream	54	MPO
chr17	56359177	56359296	120	*	X34610	4353	56347217	56358296	11080	-	880	upstream	880	MPO
chr17	56359522	56359671	150	*	X34611	4353	56347217	56358296	11080	-	1225	upstream	1225	MPO
chr17	56359874	56359971	98	*	X34612	4353	56347217	56358296	11080	-	1577	upstream	1577	MPO
chr17	56402397	56402474	78	*	X34634	100506779	56402811	56431088	28278	+	336	upstream	336	TSPOAP1-AS1
chr17	56402632	56402824	193	*	X34635	100506779	56402811	56431088	28278	+	0	overlapStart	0	TSPOAP1-AS1
chr17	56621328	56621507	180	*	X34667	284083	56618948	56621733	2786	-	0	inside	225	NA
chr17	56621833	56621952	120	*	X34668	284083	56618948	56621733	2786	-	99	upstream	99	NA
chr17	56832960	56833007	48	*	X34673	22843	56833230	57062540	229311	+	222	upstream	222	PPM1E
chr17	61988690	61988694	5	*	X34699	1444	61986965	61988618	1654	-	71	upstream	71	CSHL1
chr17	61988900	61989034	135	*	X34700	1444	61986965	61988618	1654	-	281	upstream	281	CSHL1
chr17	63133732	63133870	139	*	X34706	8787	63133456	63223821	90366	+	0	inside	275	RGS9
chr17	64829418	64829482	65	*	X34853	27091	64831235	64881395	50161	+	1752	upstream	1752	CACNG5
chr17	64959032	64959114	83	*	X34886	27092	64960980	65029518	68539	+	1865	upstream	1865	CACNG4
chr17	66598120	66598320	201	*	X34913	54757	66531257	66597095	65839	-	1024	upstream	1024	FAM20A
chr17	70116846	70116875	30	*	X34937	6662	70117161	70122560	5400	+	285	upstream	285	SOX9
chr17	71782843	71783037	195	*	X35282	400620	71782961	71796934	13974	+	0	overlapStart	0	LINC02092
chr17	72198802	72199011	210	*	X35547	6169	72199795	72206019	6225	+	783	upstream	783	RPL38
chr17	72268351	72268410	60	*	X35572	64446	72270386	72311023	40638	+	1975	upstream	1975	DNAI2
chr17	72268486	72268635	150	*	X35573	64446	72270386	72311023	40638	+	1750	upstream	1750	DNAI2
chr17	72268816	72269145	330	*	X35574	64446	72270386	72311023	40638	+	1240	upstream	1240	DNAI2
chr17	72270448	72270582	135	*	X35575	64446	72270386	72311023	40638	+	0	inside	61	DNAI2
chr17	72270586	72270720	135	*	X35576	64446	72270386	72311023	40638	+	0	inside	199	DNAI2
chr17	72462296	72462466	171	*	X35622	11314	72462522	72480937	18416	+	55	upstream	55	CD300A
chr17	72588674	72588895	222	*	X35674	100131439	72576111	72588370	12260	-	303	upstream	303	CD300LD
chr17	72588941	72589165	225	*	X35675	100131439	72576111	72588370	12260	-	570	upstream	570	CD300LD
chr17	72709655	72709804	150	*	X35737	146722	72690452	72709108	18657	-	546	upstream	546	CD300LF
chr17	75541404	75541568	165	*	X35756	100507351	75543023	75561103	18081	+	1454	upstream	1454	LOC100507351
chr17	76837425	76837548	124	*	X36080	57602	76791735	76836969	45235	-	455	upstream	455	USP36
chr17	77512129	77512263	135	*	X36586	146713	77085427	77512230	426804	-	0	overlapStart	0	RBFOX3
chr17	77512412	77512456	45	*	X36587	146713	77085427	77512230	426804	-	181	upstream	181	RBFOX3
